,Total Dropout Rate,Low SES Dropout Rate,Medium SES Dropout Rate,High SES Dropout Rate,Financial Aid Policy,Peer Influence Weight,Trial,Scenario
10,32.5,28.749999999999996,36.25,32.5,False,0.8,24,3_Contagion_Check_HighPI
11,40.0,33.75,43.75,45.0,False,0.8,24,3_Contagion_Check_HighPI
12,50.5,42.5,56.25,55.00000000000001,False,0.8,24,3_Contagion_Check_HighPI
13,61.5,57.49999999999999,62.5,67.5,False,0.8,24,3_Contagion_Check_HighPI
14,70.5,65.0,72.5,77.5,False,0.8,24,3_Contagion_Check_HighPI
15,84.0,78.75,86.25,90.0,False,0.8,24,3_Contagion_Check_HighPI
16,91.0,90.0,90.0,95.0,False,0.8,24,3_Contagion_Check_HighPI
17,94.5,93.75,93.75,97.5,False,0.8,24,3_Contagion_Check_HighPI
18,97.5,96.25,98.75,97.5,False,0.8,24,3_Contagion_Check_HighPI
19,98.0,96.25,98.75,100.0,False,0.8,24,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,25,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,25,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,25,3_Contagion_Check_HighPI
3,1.5,3.75,0.0,0.0,False,0.8,25,3_Contagion_Check_HighPI
4,3.0,6.25,1.25,0.0,False,0.8,25,3_Contagion_Check_HighPI
5,6.5,6.25,6.25,7.5,False,0.8,25,3_Contagion_Check_HighPI
6,12.5,12.5,13.750000000000002,10.0,False,0.8,25,3_Contagion_Check_HighPI
7,20.0,21.25,21.25,15.0,False,0.8,25,3_Contagion_Check_HighPI
8,33.0,37.5,32.5,25.0,False,0.8,25,3_Contagion_Check_HighPI
9,42.5,42.5,45.0,37.5,False,0.8,25,3_Contagion_Check_HighPI
10,55.00000000000001,52.5,62.5,45.0,False,0.8,25,3_Contagion_Check_HighPI
11,68.5,66.25,75.0,60.0,False,0.8,25,3_Contagion_Check_HighPI
12,76.5,81.25,77.5,65.0,False,0.8,25,3_Contagion_Check_HighPI
13,86.0,90.0,85.0,80.0,False,0.8,25,3_Contagion_Check_HighPI
14,90.5,93.75,88.75,87.5,False,0.8,25,3_Contagion_Check_HighPI
15,94.5,97.5,93.75,90.0,False,0.8,25,3_Contagion_Check_HighPI
16,99.5,100.0,100.0,97.5,False,0.8,25,3_Contagion_Check_HighPI
17,99.5,100.0,100.0,97.5,False,0.8,25,3_Contagion_Check_HighPI
18,99.5,100.0,100.0,97.5,False,0.8,25,3_Contagion_Check_HighPI
19,100.0,100.0,100.0,100.0,False,0.8,25,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,26,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,26,3_Contagion_Check_HighPI
2,1.5,1.25,1.25,2.5,False,0.8,26,3_Contagion_Check_HighPI
3,1.5,1.25,1.25,2.5,False,0.8,26,3_Contagion_Check_HighPI
4,4.5,2.5,5.0,7.5,False,0.8,26,3_Contagion_Check_HighPI
5,8.0,6.25,7.5,12.5,False,0.8,26,3_Contagion_Check_HighPI
6,12.0,11.25,12.5,12.5,False,0.8,26,3_Contagion_Check_HighPI
7,16.0,13.750000000000002,16.25,20.0,False,0.8,26,3_Contagion_Check_HighPI
8,21.5,15.0,25.0,27.500000000000004,False,0.8,26,3_Contagion_Check_HighPI
9,26.0,17.5,30.0,35.0,False,0.8,26,3_Contagion_Check_HighPI
10,38.0,33.75,37.5,47.5,False,0.8,26,3_Contagion_Check_HighPI
11,48.0,43.75,46.25,60.0,False,0.8,26,3_Contagion_Check_HighPI
12,59.5,55.00000000000001,58.75,70.0,False,0.8,26,3_Contagion_Check_HighPI
13,71.5,68.75,72.5,75.0,False,0.8,26,3_Contagion_Check_HighPI
14,81.5,77.5,85.0,82.5,False,0.8,26,3_Contagion_Check_HighPI
15,85.5,83.75,88.75,82.5,False,0.8,26,3_Contagion_Check_HighPI
16,90.0,88.75,90.0,92.5,False,0.8,26,3_Contagion_Check_HighPI
17,94.0,93.75,93.75,95.0,False,0.8,26,3_Contagion_Check_HighPI
18,97.5,96.25,98.75,97.5,False,0.8,26,3_Contagion_Check_HighPI
19,100.0,100.0,100.0,100.0,False,0.8,26,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
3,0.0,0.0,0.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
4,0.0,0.0,0.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
5,0.5,0.0,1.25,0.0,False,0.8,27,3_Contagion_Check_HighPI
6,1.0,1.25,1.25,0.0,False,0.8,27,3_Contagion_Check_HighPI
7,3.0,2.5,5.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
8,3.0,2.5,5.0,0.0,False,0.8,27,3_Contagion_Check_HighPI
9,3.5000000000000004,2.5,5.0,2.5,False,0.8,27,3_Contagion_Check_HighPI
10,8.0,7.5,8.75,7.5,False,0.8,27,3_Contagion_Check_HighPI
11,15.5,17.5,17.5,7.5,False,0.8,27,3_Contagion_Check_HighPI
12,24.5,25.0,28.749999999999996,15.0,False,0.8,27,3_Contagion_Check_HighPI
13,33.5,37.5,35.0,22.5,False,0.8,27,3_Contagion_Check_HighPI
14,47.5,51.24999999999999,50.0,35.0,False,0.8,27,3_Contagion_Check_HighPI
15,56.49999999999999,60.0,55.00000000000001,52.5,False,0.8,27,3_Contagion_Check_HighPI
16,69.0,67.5,67.5,75.0,False,0.8,27,3_Contagion_Check_HighPI
17,85.0,85.0,85.0,85.0,False,0.8,27,3_Contagion_Check_HighPI
18,92.0,90.0,93.75,92.5,False,0.8,27,3_Contagion_Check_HighPI
19,95.5,95.0,96.25,95.0,False,0.8,27,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,28,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,28,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,28,3_Contagion_Check_HighPI
3,0.0,0.0,0.0,0.0,False,0.8,28,3_Contagion_Check_HighPI
4,2.0,3.75,1.25,0.0,False,0.8,28,3_Contagion_Check_HighPI
5,2.0,3.75,1.25,0.0,False,0.8,28,3_Contagion_Check_HighPI
6,2.5,3.75,2.5,0.0,False,0.8,28,3_Contagion_Check_HighPI
7,5.0,5.0,6.25,2.5,False,0.8,28,3_Contagion_Check_HighPI
8,7.5,7.5,8.75,5.0,False,0.8,28,3_Contagion_Check_HighPI
9,10.5,12.5,11.25,5.0,False,0.8,28,3_Contagion_Check_HighPI
10,15.5,17.5,16.25,10.0,False,0.8,28,3_Contagion_Check_HighPI
11,22.5,22.5,23.75,20.0,False,0.8,28,3_Contagion_Check_HighPI
12,28.499999999999996,30.0,27.500000000000004,27.500000000000004,False,0.8,28,3_Contagion_Check_HighPI
13,42.0,47.5,40.0,35.0,False,0.8,28,3_Contagion_Check_HighPI
14,54.50000000000001,58.75,53.75,47.5,False,0.8,28,3_Contagion_Check_HighPI
15,68.0,73.75,65.0,62.5,False,0.8,28,3_Contagion_Check_HighPI
16,79.5,83.75,78.75,72.5,False,0.8,28,3_Contagion_Check_HighPI
17,91.5,92.5,91.25,90.0,False,0.8,28,3_Contagion_Check_HighPI
18,95.5,95.0,97.5,92.5,False,0.8,28,3_Contagion_Check_HighPI
19,99.0,98.75,100.0,97.5,False,0.8,28,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,29,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,29,3_Contagion_Check_HighPI
2,1.0,1.25,0.0,2.5,False,0.8,29,3_Contagion_Check_HighPI
3,3.0,3.75,2.5,2.5,False,0.8,29,3_Contagion_Check_HighPI
4,6.0,7.5,3.75,7.5,False,0.8,29,3_Contagion_Check_HighPI
5,9.0,10.0,7.5,10.0,False,0.8,29,3_Contagion_Check_HighPI
6,11.5,12.5,10.0,12.5,False,0.8,29,3_Contagion_Check_HighPI
7,17.0,16.25,16.25,20.0,False,0.8,29,3_Contagion_Check_HighPI
8,24.5,26.25,21.25,27.500000000000004,False,0.8,29,3_Contagion_Check_HighPI
9,34.5,33.75,32.5,40.0,False,0.8,29,3_Contagion_Check_HighPI
10,43.0,41.25,42.5,47.5,False,0.8,29,3_Contagion_Check_HighPI
11,52.5,51.24999999999999,51.24999999999999,57.49999999999999,False,0.8,29,3_Contagion_Check_HighPI
12,63.5,66.25,60.0,65.0,False,0.8,29,3_Contagion_Check_HighPI
13,77.5,76.25,76.25,82.5,False,0.8,29,3_Contagion_Check_HighPI
14,84.5,85.0,85.0,82.5,False,0.8,29,3_Contagion_Check_HighPI
15,89.0,93.75,86.25,85.0,False,0.8,29,3_Contagion_Check_HighPI
16,94.0,97.5,91.25,92.5,False,0.8,29,3_Contagion_Check_HighPI
17,94.5,97.5,91.25,95.0,False,0.8,29,3_Contagion_Check_HighPI
18,97.0,97.5,97.5,95.0,False,0.8,29,3_Contagion_Check_HighPI
19,99.0,98.75,98.75,100.0,False,0.8,29,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,30,3_Contagion_Check_HighPI
1,2.5,1.25,5.0,0.0,False,0.8,30,3_Contagion_Check_HighPI
2,4.0,3.75,6.25,0.0,False,0.8,30,3_Contagion_Check_HighPI
3,6.5,7.5,7.5,2.5,False,0.8,30,3_Contagion_Check_HighPI
4,8.0,8.75,8.75,5.0,False,0.8,30,3_Contagion_Check_HighPI
5,10.0,10.0,11.25,7.5,False,0.8,30,3_Contagion_Check_HighPI
6,14.499999999999998,17.5,13.750000000000002,10.0,False,0.8,30,3_Contagion_Check_HighPI
7,21.0,25.0,20.0,15.0,False,0.8,30,3_Contagion_Check_HighPI
8,27.500000000000004,30.0,27.500000000000004,22.5,False,0.8,30,3_Contagion_Check_HighPI
9,36.0,41.25,32.5,32.5,False,0.8,30,3_Contagion_Check_HighPI
10,42.0,47.5,38.75,37.5,False,0.8,30,3_Contagion_Check_HighPI
11,49.0,55.00000000000001,45.0,45.0,False,0.8,30,3_Contagion_Check_HighPI
12,54.50000000000001,57.49999999999999,51.24999999999999,55.00000000000001,False,0.8,30,3_Contagion_Check_HighPI
13,60.5,62.5,58.75,60.0,False,0.8,30,3_Contagion_Check_HighPI
14,70.0,71.25,67.5,72.5,False,0.8,30,3_Contagion_Check_HighPI
15,79.0,75.0,80.0,85.0,False,0.8,30,3_Contagion_Check_HighPI
16,86.0,87.5,83.75,87.5,False,0.8,30,3_Contagion_Check_HighPI
17,94.0,93.75,95.0,92.5,False,0.8,30,3_Contagion_Check_HighPI
18,98.0,98.75,98.75,95.0,False,0.8,30,3_Contagion_Check_HighPI
19,99.0,100.0,98.75,97.5,False,0.8,30,3_Contagion_Check_HighPI
